जिला,विधानसभा,जिला पंचायत वार्ड
मथुरा,81. Chhata,8-छाता प्रथम
मथुरा,82. Mant,9-छाता द्वितीय
मथुरा,81. Chhata,10-छाता तृतीय
मथुरा,82. Mant,11-छाता चतुर्थ
मथुरा,83. Govardhan,12-नन्दगांव प्रथम
मथुरा,83. Govardhan,13-नन्दगांव द्वितीय
मथुरा,81. Chhata,14-चैमुहां प्रथम
मथुरा,81. Chhata,15-चैमुहां द्वितीय
मथुरा,81. Chhata,16-चैमुहां तृतीय
मथुरा,83. Govardhan,17-गोवर्धन प्रथम
मथुरा,83. Govardhan,18-गोवर्धन द्वितीय
मथुरा,83. Govardhan,19-गोवर्धन तृतीय
मथुरा,83. Govardhan,20-गोवर्धन चतुर्थ
मथुरा,85. Baldev,21-फरह प्रथम
मथुरा,85. Baldev,22-फरह द्वितीय
मथुरा,85. Baldev,23-फरह तृतीय
मथुरा,84. Mathura,24-मथुरा प्रथम
मथुरा,84. Mathura,25-मथुरा द्वितीय
मथुरा,84. Mathura,26-मथुरा तृतीय
मथुरा,85. Baldev,27-बल्देव प्रथम
मथुरा,85. Baldev,28-बल्देव द्वितीय
मथुरा,85. Baldev,29-बल्देव तृतीय
मथुरा,85. Baldev,30-बल्देव चतुर्थ
मथुरा,82. Mant,31-राया प्रथम
मथुरा,85. Baldev,32-राया द्वितीय
मथुरा,85. Baldev,33-राया तृतीय
महराजगंज,317. Siswa,1-निचलौल प्रथम
महराजगंज,317. Siswa,2-निचलौल द्वितीय
महराजगंज,317. Siswa,3-निचलौल तृतीय
महराजगंज,317. Siswa,4-निचलौल चतुर्थ
महराजगंज,317. Siswa,5-निचलौल पंचम
महराजगंज,317. Siswa,6-मिठौरा प्रथम
महराजगंज,317. Siswa,7-मिठौरा द्वितीय
महराजगंज,317. Siswa,8-मिठौरा तृतीय
महराजगंज,317. Siswa,9-मिठौरा  चतुर्थ
महराजगंज,317. Siswa,10-मिठौरा पंचम
महराजगंज,316. Nautanwa,11-नौतनवा  प्रथम
महराजगंज,316. Nautanwa,12-नौतनवा द्वितीय
महराजगंज,316. Nautanwa,13-नौतनवा तृतीय
महराजगंज,316. Nautanwa,14-नौतनवा  चतुर्थ
महराजगंज,316. Nautanwa,15-नौतनवा  पंचम
महराजगंज,316. Nautanwa,16-लक्ष्मीपुर  प्रथम
महराजगंज,316. Nautanwa,17-लक्ष्मीपुर  द्वितीय
महराजगंज,316. Nautanwa,18-लक्ष्मीपुर  तृतीय
महराजगंज,316. Nautanwa,19-लक्ष्मीपुर चतुर्थ
महराजगंज,315. Pharenda,20-बृजमनगंज  प्रथम
महराजगंज,315. Pharenda,21-बृजमनगंज द्वितीय
महराजगंज,315. Pharenda,22-बृजमनगंज  तृतीय
महराजगंज,315. Pharenda,23-बृजमनगंज चतुर्थ
महराजगंज,315. Pharenda,24-धानी
महराजगंज,315. Pharenda,25-फरेन्दा प्रथम
महराजगंज,315. Pharenda,26-फरेन्दा द्वितीय
महराजगंज,315. Pharenda,27-फरेन्दा  तृतीय
महराजगंज,315. Pharenda,28-फरेन्दा  चतुर्थ
महराजगंज,318. Maharajganj,29-सदर  प्रथम
महराजगंज,318. Maharajganj,30-सदर द्वितीय
महराजगंज,318. Maharajganj,31-सदर तृतीय
महराजगंज,318. Maharajganj,32-सदर  चतुर्थ
महराजगंज,319. Paniyara,33-पनियरा प्रथम
महराजगंज,319. Paniyara,34-पनियरा  द्वितीय
महराजगंज,319. Paniyara,35-पनियरा  तृतीय
महराजगंज,319. Paniyara,36-पनियरा चतुर्थ
महराजगंज,319. Paniyara,37-परतावल प्रथम
महराजगंज,319. Paniyara,38-परतावल द्वितीय
महराजगंज,319. Paniyara,39-परतावल  तृतीय
महराजगंज,319. Paniyara,40-परतावल  चतुर्थ
महराजगंज,317. Siswa,41-घुघली प्रथम
महराजगंज,317. Siswa,42-घुघली  द्वितीय
महराजगंज,317. Siswa,43-घुघली तृतीय
महराजगंज,317. Siswa,44-घुघली  चतुर्थ
महराजगंज,317. Siswa,45-सिसवा प्रथम
महराजगंज,317. Siswa,46-सिसवा द्वितीय
महराजगंज,317. Siswa,47-सिसवा तृतीय
महोबा,230. Mahoba,1-खन्ना
महोबा,230. Mahoba,2-ग्योड़ी
महोबा,230. Mahoba,3-रिवई
महोबा,231. Charkhari,4-गौरहारी
महोबा,231. Charkhari,5-पनवाड़ी
महोबा,231. Charkhari,6-बेंदो
महोबा,231. Charkhari,7-रूरीकलां
महोबा,231. Charkhari,8-जैतपुर
महोबा,231. Charkhari,9-अजनर
महोबा,230. Mahoba,10-मुढ़ारी
महोबा,231. Charkhari,11-सूपा
महोबा,230. Mahoba,12-श्रीनगर
महोबा,230. Mahoba,13-सिजहरी
महोबा,230. Mahoba,14-पसवारा
मिर्जापुर,398. Chunar,1 - सीखड़ प्रथम
मिर्जापुर,398. Chunar,2 - सीखड़ द्वितीय
मिर्जापुर,397. Majhawan,3 - मझवां प्रथम
मिर्जापुर,397. Majhawan,4 - मझवां द्वितीय
मिर्जापुर,397. Majhawan,5 - मझवां तृतीय
मिर्जापुर,396. Mirzapur,6 - कोन प्रथम
मिर्जापुर,396. Mirzapur,7 - कोन द्वितीय
मिर्जापुर,396. Mirzapur,8 - कोन तृतीय
मिर्जापुर,396. Mirzapur,9 - छानबें प्रथम
मिर्जापुर,396. Mirzapur,10 - छानबें द्वितीय
मिर्जापुर,396. Mirzapur,11 - छानबें तृतीय
मिर्जापुर,395. Chhanbey,12 - छानबें चतुर्थ
मिर्जापुर,395. Chhanbey,13 - छानबें पंचम
मिर्जापुर,395. Chhanbey,14 - लालगंज प्रथम
मिर्जापुर,395. Chhanbey,15 - लालगंज द्वितीय
मिर्जापुर,395. Chhanbey,16 - लालगंज तृतीय
मिर्जापुर,395. Chhanbey,17 - हलिया प्रथम
मिर्जापुर,395. Chhanbey,18 - हलिया द्वितीय
मिर्जापुर,395. Chhanbey,19 - हलिया तृतीय
मिर्जापुर,395. Chhanbey,20 - हलिया चतुर्थ
मिर्जापुर,399. Marihan,21 - पटेहराकलां प्रथम
मिर्जापुर,399. Marihan,22 - पटेहराकलां द्वितीय
मिर्जापुर,399. Marihan,23 - पटेहराकलां तृतीय
मिर्जापुर,399. Marihan,24 - राजगढ़ प्रथम
मिर्जापुर,399. Marihan,25 - राजगढ़ द्वितीय
मिर्जापुर,399. Marihan,26 - राजगढ़ तृतीय
मिर्जापुर,399. Marihan,27 - राजगढ़ चतुर्थ
मिर्जापुर,398. Chunar,28 - जमालपुर प्रथम
मिर्जापुर,398. Chunar,29 - जमालपुर द्वितीय
मिर्जापुर,398. Chunar,30 - जमालपुर तृतीय
मिर्जापुर,398. Chunar,31 - जमालपुर चतुर्थ
मिर्जापुर,398. Chunar,32 - जमालपुर पंचम
मिर्जापुर,398. Chunar,33 - नरायनपुर प्रथम
मिर्जापुर,398. Chunar,34 - नरायनपुर द्वितीय
मिर्जापुर,398. Chunar,35 - नरायनपुर तृतीय
मिर्जापुर,398. Chunar,36 - नरायनपुर चतुर्थ
मिर्जापुर,397. Majhawan,37 - पहाड़ी प्रथम
मिर्जापुर,397. Majhawan,38 - पहाड़ी द्वितीय
मिर्जापुर,397. Majhawan,39 - पहाड़ी तृतीय
मिर्जापुर,397. Majhawan,40 - सीटी प्रथम
मिर्जापुर,397. Majhawan,41 - सीटी द्वितीय
मिर्जापुर,396. Mirzapur,42 - सीटी तृतीय
मिर्जापुर,396. Mirzapur,43 - सीटी चतुर्थ
मिर्जापुर,396. Mirzapur,44 - सीटी पंचम
मुजफ्फर नगर,13. Purqazi,1 - पुरकाजी प्रथम
मुजफ्फर नगर,13. Purqazi,2 - पुरकाजी द्वितीय
मुजफ्फर नगर,13. Purqazi,3 - पुरकाजी तृतीय
मुजफ्फर नगर,14. Muzaffarnagar Sadar,4 - सदर प्रथम
मुजफ्फर नगर,14. Muzaffarnagar Sadar,5 - सदर द्वितीय
मुजफ्फर नगर,14. Muzaffarnagar Sadar,6 - सदर तृतीय
